,input,itercalc,itertheo,fastcalc,fasttheo,invfilcalc,invfiltheo
Ch1,0.347097426708774,0.23056434203084575,0.29029218027759235,0.14950216270400704,0.18848439424178967,0.21464022538316274,0.23121963704901813
Ch2,0.30182881229119995,0.19897515517391637,0.24610235732804356,0.1450629735921075,0.18205868701991434,0.20922807366096077,0.22677558255655375
Ch3,0.33431435986825075,0.2119048148045378,0.28208392030534335,0.12784583915079276,0.17134409958887598,0.18341443858359083,0.20658178782307235
Ch4,0.3883295446070186,0.21286802531017016,0.3007881329211762,0.18511220730503697,0.184988323869917,0.22845489115591947,0.24541077033908168
