Distance,Intensity Ch1
0,4097
0.075,4107
0.15,4163
0.226,4360
0.301,4571
0.376,4677
0.451,4935
0.526,4827
0.601,5174
0.677,6694
0.752,11739
0.827,19224
0.902,29780
0.977,34596
1.052,34835
1.128,32758
1.203,31027
1.278,26224
1.353,22539
1.428,20411
1.504,20334
1.579,18620
1.654,16641
1.729,15644
1.804,12760
1.879,9695
1.955,8812
2.03,7978
2.105,8328
2.18,7613
2.255,6435
2.33,5151
2.406,5187
2.481,5357
2.556,5006
2.631,4585
2.706,4728
2.782,4644
2.857,4245
2.932,4037
3.007,4195
3.082,4227
