Distance_(microns),Gray_Value
0.00000,78.250
0.04540,48.798
0.09080,164.749
0.13620,149.278
0.18160,21.628
0.22700,18.331
0.27240,0.227
0.31780,0.020
0.36320,10.397
0.40860,0.000
0.45400,10.491
0.49940,105.005
0.54480,327.575
0.59020,526.190
0.63560,607.908
0.68100,591.244
0.72640,418.207
0.77180,392.983
0.81720,614.878
0.86260,869.809
0.90800,1133.109
0.95340,1294.239
0.99880,1043.738
1.04420,617.500
1.08960,104.282
1.13500,1.038
1.18040,46.096
1.22580,516.992
1.27120,939.251
1.31660,860.801
1.36200,295.766
1.40740,0.000
1.45280,0.000
1.49820,0.000
1.54360,33.022
1.58900,774.692
1.63440,1533.053
1.67980,763.822
1.72520,0.000
1.77060,0.000
1.81600,0.000
1.86140,113.716
1.90680,3179.731
1.95220,16525.688
1.99760,32370.520
2.04300,46224.656
2.08840,52836.500
2.13380,52192.359
2.17920,42086.457
2.22460,26644.725
2.27000,11670.453
2.31540,1821.071
2.36080,0.000
2.40620,0.000
2.45160,0.000
2.49700,0.000
2.54240,0.000
2.58780,0.000
2.63320,0.000
2.67860,0.000
2.72400,0.000
2.76940,0.000
2.81480,11.744
2.86020,555.687
2.90560,889.130
2.95100,750.990
2.99640,352.327
3.04180,19.372
3.08720,0.000
3.13260,62.000
3.17800,408.109
3.22340,786.425
3.26880,920.098
3.31420,748.178
3.35960,680.477
3.40500,635.565
3.45040,644.172
3.49580,720.566
3.54120,738.667
3.58660,640.813
3.63200,424.628
3.67740,207.365
3.72280,47.398
3.76820,70.078
3.81360,128.998
3.85900,194.368
3.90440,175.434
3.94980,80.823
3.99520,23.121
4.04060,26.214
4.08600,13.651
4.13140,63.938
4.17680,91.000
