Distance_(microns),Gray_Value
0.00000,226.750
0.04540,224.745
0.09080,235.491
0.13620,207.435
0.18160,199.514
0.22700,222.232
0.27240,221.129
0.31780,221.540
0.36320,220.777
0.40860,225.484
0.45400,219.934
0.49940,209.344
0.54480,218.696
0.59020,227.478
0.63560,235.582
0.68100,221.381
0.72640,246.110
0.77180,244.859
0.81720,253.862
0.86260,262.063
0.90800,251.378
0.95340,255.731
0.99880,275.412
1.04420,256.500
1.08960,285.451
1.13500,309.612
1.18040,354.498
1.22580,362.545
1.27120,380.990
1.31660,414.318
1.36200,445.537
1.40740,461.681
1.45280,542.586
1.49820,620.909
1.54360,672.703
1.58900,705.641
1.63440,745.197
1.67980,793.949
1.72520,804.485
1.77060,812.054
1.81600,950.429
1.86140,1225.418
1.90680,1773.981
1.95220,2618.831
1.99760,3795.648
2.04300,5027.331
2.08840,5674.250
2.13380,5709.119
2.17920,5003.302
2.22460,3749.436
2.27000,2654.977
2.31540,1761.144
2.36080,1194.397
2.40620,881.033
2.45160,708.857
2.49700,648.103
2.54240,656.444
2.58780,666.216
2.63320,654.060
2.67860,632.568
2.72400,552.406
2.76940,448.774
2.81480,405.738
2.86020,373.675
2.90560,344.854
2.95100,341.557
2.99640,335.351
3.04180,290.726
3.08720,313.026
3.13260,292.500
3.17800,287.078
3.22340,270.149
3.26880,265.390
3.31420,257.309
3.35960,246.998
3.40500,255.405
3.45040,252.745
3.49580,253.216
3.54120,235.340
3.58660,230.302
3.63200,244.715
3.67740,235.105
3.72280,241.223
3.76820,239.122
3.81360,236.736
3.85900,237.412
3.90440,227.489
3.94980,225.157
3.99520,233.710
4.04060,220.425
4.08600,213.830
4.13140,223.037
4.17680,212.000
