Distance_(microns),Gray_Value
0.00000,48.000
0.04540,107.472
0.09080,126.537
0.13620,69.326
0.18160,113.811
0.22700,82.868
0.27240,51.112
0.31780,87.072
0.36320,143.558
0.40860,105.192
0.45400,90.961
0.49940,66.342
0.54480,116.012
0.59020,115.342
0.63560,98.296
0.68100,53.843
0.72640,85.643
0.77180,93.808
0.81720,104.789
0.86260,106.031
0.90800,95.537
0.95340,111.545
0.99880,53.173
1.04420,65.000
1.08960,96.234
1.13500,161.287
1.18040,85.320
1.22580,135.174
1.27120,174.127
1.31660,155.777
1.36200,118.849
1.40740,111.609
1.45280,132.912
1.49820,214.255
1.54360,441.981
1.58900,79.683
1.63440,41.776
1.67980,33.284
1.72520,42.134
1.77060,26.908
1.81600,34.356
1.86140,307.516
1.90680,1325.776
1.95220,5872.475
1.99760,21368.736
2.04300,31708.502
2.08840,37529.500
2.13380,32594.818
2.17920,28383.682
2.22460,17074.691
2.27000,5292.036
2.31540,1069.559
2.36080,197.423
2.40620,57.368
2.45160,52.579
2.49700,54.911
2.54240,87.819
2.58780,99.478
2.63320,69.807
2.67860,246.757
2.72400,233.249
2.76940,167.017
2.81480,160.289
2.86020,170.686
2.90560,109.787
2.95100,84.672
2.99640,58.001
3.04180,73.112
3.08720,48.273
3.13260,104.000
3.17800,79.187
3.22340,74.375
3.26880,155.154
3.31420,88.753
3.35960,85.396
3.40500,77.250
3.45040,77.102
3.49580,111.699
3.54120,142.047
3.58660,107.183
3.63200,80.436
3.67740,62.023
3.72280,73.716
3.76820,99.713
3.81360,105.523
3.85900,97.600
3.90440,70.246
3.94980,71.811
3.99520,105.538
4.04060,134.486
4.08600,93.340
4.13140,73.923
4.17680,75.250
