Distance_(microns),Gray_Value
0.00000,0.000
0.04540,0.000
0.09080,0.000
0.13620,1.991
0.18160,15.565
0.22700,10.412
0.27240,0.000
0.31780,0.000
0.36320,0.414
0.40860,36.300
0.45400,110.828
0.49940,179.328
0.54480,224.077
0.59020,207.899
0.63560,146.197
0.68100,65.236
0.72640,0.000
0.77180,2.623
0.81720,95.580
0.86260,319.833
0.90800,593.569
0.95340,789.151
0.99880,785.446
1.04420,624.000
1.08960,399.176
1.13500,272.644
1.18040,401.421
1.22580,716.565
1.27120,980.517
1.31660,953.139
1.36200,518.703
1.40740,45.747
1.45280,0.000
1.49820,0.000
1.54360,0.000
1.58900,92.696
1.63440,296.306
1.67980,50.991
1.72520,0.000
1.77060,0.000
1.81600,0.000
1.86140,118.208
1.90680,3492.245
1.95220,16176.175
1.99760,32195.373
2.04300,47607.301
2.08840,57264.250
2.13380,60686.469
2.17920,54772.781
2.22460,41390.707
2.27000,25684.051
2.31540,10812.685
2.36080,1636.463
2.40620,5.361
2.45160,0.000
2.49700,0.000
2.54240,0.000
2.58780,0.000
2.63320,0.000
2.67860,0.000
2.72400,0.000
2.76940,0.000
2.81480,6.010
2.86020,496.783
2.90560,1151.220
2.95100,1306.444
2.99640,1040.964
3.04180,520.402
3.08720,118.948
3.13260,1.791E-11
3.17800,17.184
3.22340,97.621
3.26880,244.761
3.31420,276.240
3.35960,226.673
3.40500,157.899
3.45040,121.449
3.49580,156.389
3.54120,232.160
3.58660,289.063
3.63200,302.257
3.67740,269.258
3.72280,216.828
3.76820,174.088
3.81360,151.480
3.85900,136.613
3.90440,108.133
3.94980,69.649
3.99520,18.709
4.04060,7.120
4.08600,0.000
4.13140,0.000
4.17680,0.000
