Distance_(microns),Gray_Value
0.00000,149.250
0.04540,158.510
0.09080,155.214
0.13620,179.921
0.18160,176.705
0.22700,198.372
0.27240,188.675
0.31780,177.806
0.36320,147.339
0.40860,134.305
0.45400,113.739
0.49940,95.241
0.54480,69.177
0.59020,56.245
0.63560,43.251
0.68100,29.860
0.72640,22.817
0.77180,16.807
0.81720,13.691
0.86260,10.155
0.90800,7.076
0.95340,6.357
0.99880,7.248
1.04420,10.000
1.08960,14.952
1.13500,25.534
1.18040,37.511
1.22580,53.349
1.27120,74.433
1.31660,96.865
1.36200,110.474
1.40740,129.288
1.45280,124.488
1.49820,102.954
1.54360,66.644
1.58900,33.653
1.63440,12.720
1.67980,3.871
1.72520,1.414
1.77060,1.033
1.81600,5.267
1.86140,539.580
1.90680,6337.920
1.95220,23024.201
1.99760,44242.289
2.04300,56552.965
2.08840,61141.500
2.13380,59862.801
2.17920,51068.406
2.22460,31390.492
2.27000,11834.843
2.31540,1821.927
2.36080,17.489
2.40620,1.130
2.45160,1.543
2.49700,4.747
2.54240,16.098
2.58780,42.376
2.63320,89.225
2.67860,139.661
2.72400,171.364
2.76940,191.225
2.81480,145.916
2.86020,94.664
2.90560,50.327
2.95100,22.400
2.99640,7.006
3.04180,3.377
3.08720,1.356
3.13260,1.000
3.17800,1.000
3.22340,1.065
3.26880,1.848
3.31420,2.329
3.35960,3.152
3.40500,3.629
3.45040,3.839
3.49580,4.336
3.54120,5.348
3.58660,7.118
3.63200,9.116
3.67740,14.623
3.72280,23.436
3.76820,40.676
3.81360,61.630
3.85900,82.715
3.90440,122.466
3.94980,162.415
3.99520,208.550
4.04060,224.702
4.08600,212.130
4.13140,202.570
4.17680,199.750
