Distance_(microns),Gray_Value
0.00000,127.250
0.04540,136.463
0.09080,162.204
0.13620,188.653
0.18160,190.902
0.22700,188.034
0.27240,183.089
0.31780,162.547
0.36320,139.021
0.40860,116.991
0.45400,89.734
0.49940,65.794
0.54480,49.290
0.59020,42.314
0.63560,33.856
0.68100,27.805
0.72640,25.395
0.77180,19.590
0.81720,18.102
0.86260,17.087
0.90800,14.957
0.95340,14.804
0.99880,14.261
1.04420,14.000
1.08960,17.287
1.13500,22.469
1.18040,33.664
1.22580,45.375
1.27120,67.033
1.31660,79.585
1.36200,95.537
1.40740,116.646
1.45280,138.486
1.49820,142.250
1.54360,147.823
1.58900,87.909
1.63440,56.325
1.67980,28.340
1.72520,11.155
1.77060,2.940
1.81600,4.818
1.86140,142.059
1.90680,2507.913
1.95220,15208.413
1.99760,34487.934
2.04300,51399.102
2.08840,58053.750
2.13380,58921.500
2.17920,52053.219
2.22460,35108.312
2.27000,16011.456
2.31540,3254.762
2.36080,48.580
2.40620,1.421
2.45160,0.239
2.49700,0.717
2.54240,2.719
2.58780,9.816
2.63320,26.929
2.67860,65.034
2.72400,119.531
2.76940,165.065
2.81480,152.342
2.86020,98.401
2.90560,44.097
2.95100,18.788
2.99640,7.702
3.04180,2.508
3.08720,1.283
3.13260,1.000
3.17800,1.000
3.22340,1.000
3.26880,1.000
3.31420,1.823
3.35960,2.241
3.40500,2.629
3.45040,2.435
3.49580,3.054
3.54120,4.040
3.58660,6.438
3.63200,10.681
3.67740,14.330
3.72280,23.317
3.76820,38.775
3.81360,54.546
3.85900,77.881
3.90440,119.636
3.94980,179.517
3.99520,204.515
4.04060,222.099
4.08600,205.302
4.13140,196.411
4.17680,196.500
