Distance_(microns),Gray_Value
0.00000,129.000
0.04540,131.594
0.09080,123.832
0.13620,141.720
0.18160,139.832
0.22700,161.057
0.27240,159.890
0.31780,167.432
0.36320,157.491
0.40860,171.071
0.45400,172.892
0.49940,174.488
0.54480,150.926
0.59020,142.167
0.63560,126.686
0.68100,105.665
0.72640,96.730
0.77180,88.904
0.81720,89.580
0.86260,76.949
0.90800,60.254
0.95340,58.077
0.99880,60.433
1.04420,73.000
1.08960,81.925
1.13500,98.337
1.18040,85.645
1.22580,67.198
1.27120,46.913
1.31660,26.302
1.36200,10.839
1.40740,1.913
1.45280,0.475
1.49820,0.000
1.54360,0.000
1.58900,0.000
1.63440,0.000
1.67980,0.000
1.72520,0.328
1.77060,11.000
1.81600,649.685
1.86140,7333.539
1.90680,21124.256
1.95220,35888.270
1.99760,46661.215
2.04300,57179.926
2.08840,62155.750
2.13380,60376.992
2.17920,50802.980
2.22460,40645.180
2.27000,27053.092
2.31540,11692.641
2.36080,1913.724
2.40620,49.491
2.45160,2.792
2.49700,0.000
2.54240,0.000
2.58780,0.000
2.63320,0.000
2.67860,0.938
2.72400,13.966
2.76940,66.854
2.81480,201.632
2.86020,343.651
2.90560,382.405
2.95100,311.160
2.99640,188.334
3.04180,143.479
3.08720,111.076
3.13260,106.500
3.17800,114.504
3.22340,122.944
3.26880,150.706
3.31420,143.245
3.35960,143.650
3.40500,142.426
3.45040,126.847
3.49580,116.698
3.54120,118.964
3.58660,120.072
3.63200,115.422
3.67740,121.710
3.72280,132.331
3.76820,157.894
3.81360,173.652
3.85900,174.340
3.90440,199.061
3.94980,216.556
3.99520,245.026
4.04060,240.377
4.08600,211.931
4.13140,192.545
4.17680,182.500
