Distance_(microns),Gray_Value
0.00000,39.500
0.04540,81.682
0.09080,17.879
0.13620,39.499
0.18160,41.647
0.22700,58.758
0.27240,35.983
0.31780,18.532
0.36320,58.830
0.40860,69.930
0.45400,148.050
0.49940,261.297
0.54480,76.615
0.59020,83.810
0.63560,36.993
0.68100,51.761
0.72640,29.322
0.77180,107.445
0.81720,65.150
0.86260,70.656
0.90800,104.705
0.95340,89.724
0.99880,82.738
1.04420,53.500
1.08960,38.392
1.13500,65.979
1.18040,54.214
1.22580,37.349
1.27120,44.386
1.31660,42.221
1.36200,8.227
1.40740,5.836
1.45280,5.809
1.49820,10.997
1.54360,30.106
1.58900,83.514
1.63440,57.555
1.67980,22.109
1.72520,13.867
1.77060,10.353
1.81600,119.079
1.86140,597.561
1.90680,3081.873
1.95220,11165.059
1.99760,26024.369
2.04300,40318.613
2.08840,54160.250
2.13380,52888.828
2.17920,30985.842
2.22460,13562.256
2.27000,4810.901
2.31540,895.087
2.36080,88.834
2.40620,18.341
2.45160,11.136
2.49700,14.506
2.54240,30.060
2.58780,16.460
2.63320,9.201
2.67860,5.961
2.72400,4.570
2.76940,3.610
2.81480,17.341
2.86020,28.736
2.90560,76.720
2.95100,74.579
2.99640,105.612
3.04180,33.673
3.08720,11.077
3.13260,12.500
3.17800,36.796
3.22340,100.434
3.26880,72.036
3.31420,46.139
3.35960,33.148
3.40500,54.575
3.45040,67.916
3.49580,113.250
3.54120,103.052
3.58660,82.132
3.63200,107.186
3.67740,134.080
3.72280,87.617
3.76820,108.951
3.81360,67.899
3.85900,12.078
3.90440,32.126
3.94980,27.589
3.99520,65.975
4.04060,60.045
4.08600,16.791
4.13140,42.233
4.17680,28.750
