Distance_(microns),Gray_Value
0.00000,10.250
0.04540,8.326
0.09080,8.239
0.13620,11.007
0.18160,8.170
0.22700,14.797
0.27240,7.630
0.31780,18.152
0.36320,10.366
0.40860,13.181
0.45400,9.618
0.49940,13.321
0.54480,17.904
0.59020,9.322
0.63560,11.433
0.68100,13.548
0.72640,8.022
0.77180,9.551
0.81720,11.108
0.86260,11.018
0.90800,7.039
0.95340,4.759
0.99880,5.000
1.04420,4.000
1.08960,7.156
1.13500,12.247
1.18040,3.310
1.22580,15.222
1.27120,14.736
1.31660,16.791
1.36200,14.837
1.40740,23.532
1.45280,37.672
1.49820,59.479
1.54360,124.239
1.58900,279.010
1.63440,388.436
1.67980,383.637
1.72520,283.844
1.77060,203.885
1.81600,163.942
1.86140,322.966
1.90680,1019.888
1.95220,4489.731
1.99760,14955.848
2.04300,34680.176
2.08840,50082.250
2.13380,54644.797
2.17920,36925.309
2.22460,17475.035
2.27000,4933.771
2.31540,1058.976
2.36080,177.947
2.40620,67.089
2.45160,51.450
2.49700,78.721
2.54240,81.701
2.58780,111.169
2.63320,108.263
2.67860,106.819
2.72400,49.330
2.76940,30.255
2.81480,13.835
2.86020,11.308
2.90560,12.450
2.95100,12.065
2.99640,7.617
3.04180,10.612
3.08720,9.719
3.13260,8.000
3.17800,18.862
3.22340,13.759
3.26880,9.746
3.31420,11.419
3.35960,11.936
3.40500,14.424
3.45040,12.788
3.49580,20.878
3.54120,14.648
3.58660,17.009
3.63200,12.536
3.67740,11.066
3.72280,17.522
3.76820,23.824
3.81360,21.355
3.85900,12.876
3.90440,9.362
3.94980,10.710
3.99520,10.547
4.04060,12.997
4.08600,13.810
4.13140,8.844
4.17680,13.500
