Distance_(microns),Gray_Value
0.00000,443.750
0.04540,246.821
0.09080,29.060
0.13620,0.000
0.18160,3.344
0.22700,237.411
0.27240,512.583
0.31780,664.622
0.36320,585.693
0.40860,472.844
0.45400,417.483
0.49940,450.083
0.54480,446.861
0.59020,462.128
0.63560,480.083
0.68100,527.005
0.72640,633.462
0.77180,663.478
0.81720,581.076
0.86260,450.037
0.90800,281.532
0.95340,216.662
0.99880,183.303
1.04420,266.000
1.08960,460.559
1.13500,712.291
1.18040,850.112
1.22580,774.349
1.27120,626.915
1.31660,517.388
1.36200,563.846
1.40740,706.635
1.45280,755.060
1.49820,507.377
1.54360,27.086
1.58900,0.000
1.63440,0.000
1.67980,0.000
1.72520,0.000
1.77060,0.000
1.81600,0.000
1.86140,359.728
1.90680,5127.713
1.95220,19104.400
1.99760,36935.898
2.04300,53400.523
2.08840,61564.750
2.13380,61383.469
2.17920,50298.148
2.22460,32783.398
2.27000,15706.758
2.31540,3899.586
2.36080,0.000
2.40620,0.000
2.45160,0.000
2.49700,0.000
2.54240,0.000
2.58780,8.129
2.63320,196.922
2.67860,1142.277
2.72400,1746.940
2.76940,1801.767
2.81480,1319.340
2.86020,743.336
2.90560,495.116
2.95100,516.353
2.99640,636.979
3.04180,723.981
3.08720,683.521
3.13260,626.500
3.17800,528.205
3.22340,422.448
3.26880,426.410
3.31420,483.935
3.35960,602.530
3.40500,699.563
3.45040,742.198
3.49580,683.017
3.54120,611.989
3.58660,495.515
3.63200,439.974
3.67740,401.702
3.72280,385.098
3.76820,323.458
3.81360,280.437
3.85900,334.342
3.90440,388.454
3.94980,346.909
3.99520,263.465
4.04060,145.959
4.08600,182.272
4.13140,389.638
4.17680,552.000
