Distance_(microns),Gray_Value
0.00000,107.500
0.04540,107.721
0.09080,121.153
0.13620,120.932
0.18160,108.848
0.22700,105.809
0.27240,100.718
0.31780,116.893
0.36320,122.722
0.40860,121.323
0.45400,114.103
0.49940,116.457
0.54480,105.457
0.59020,120.388
0.63560,112.092
0.68100,117.920
0.72640,117.477
0.77180,122.091
0.81720,113.543
0.86260,119.349
0.90800,132.428
0.95340,130.024
0.99880,134.394
1.04420,132.000
1.08960,136.443
1.13500,133.875
1.18040,137.567
1.22580,155.236
1.27120,172.043
1.31660,176.928
1.36200,178.249
1.40740,180.817
1.45280,164.254
1.49820,164.009
1.54360,166.305
1.58900,189.965
1.63440,198.910
1.67980,206.253
1.72520,223.840
1.77060,286.122
1.81600,376.550
1.86140,598.695
1.90680,910.402
1.95220,1307.694
1.99760,1781.717
2.04300,2040.832
2.08840,2186.750
2.13380,2165.538
2.17920,1814.060
2.22460,1385.497
2.27000,937.397
2.31540,621.718
2.36080,387.527
2.40620,276.207
2.45160,211.919
2.49700,177.515
2.54240,173.103
2.58780,173.195
2.63320,178.574
2.67860,181.836
2.72400,196.650
2.76940,197.516
2.81480,194.127
2.86020,204.508
2.90560,187.228
2.95100,186.856
2.99640,167.983
3.04180,158.698
3.08720,136.321
3.13260,132.500
3.17800,133.284
3.22340,117.867
3.26880,149.923
3.31420,124.534
3.35960,121.497
3.40500,126.126
3.45040,134.372
3.49580,124.739
3.54120,113.819
3.58660,122.420
3.63200,122.434
3.67740,120.186
3.72280,125.528
3.76820,113.815
3.81360,117.594
3.85900,114.144
3.90440,125.365
3.94980,120.488
3.99520,116.743
4.04060,113.805
4.08600,124.233
4.13140,114.356
4.17680,111.750
