Distance_(microns),Gray_Value
0.00000,86.000
0.04540,91.470
0.09080,85.664
0.13620,85.283
0.18160,93.595
0.22700,92.138
0.27240,97.308
0.31780,105.789
0.36320,108.588
0.40860,120.372
0.45400,123.524
0.49940,122.345
0.54480,125.163
0.59020,105.330
0.63560,97.742
0.68100,111.443
0.72640,98.452
0.77180,114.231
0.81720,103.067
0.86260,113.441
0.90800,111.397
0.95340,110.974
0.99880,112.974
1.04420,119.500
1.08960,134.973
1.13500,156.419
1.18040,165.926
1.22580,186.428
1.27120,203.086
1.31660,206.846
1.36200,199.047
1.40740,174.886
1.45280,180.173
1.49820,203.409
1.54360,229.496
1.58900,235.535
1.63440,248.362
1.67980,244.872
1.72520,292.387
1.77060,358.381
1.81600,555.625
1.86140,912.021
1.90680,1337.792
1.95220,1781.859
1.99760,2350.300
2.04300,2629.614
2.08840,2678.750
2.13380,2552.733
2.17920,2446.792
2.22460,2055.538
2.27000,1607.347
2.31540,1135.423
2.36080,750.505
2.40620,443.380
2.45160,287.691
2.49700,226.834
2.54240,191.813
2.58780,193.145
2.63320,178.508
2.67860,190.361
2.72400,169.160
2.76940,175.885
2.81480,169.115
2.86020,182.989
2.90560,213.720
2.95100,238.009
2.99640,249.768
3.04180,219.327
3.08720,192.973
3.13260,156.000
3.17800,154.035
3.22340,152.905
3.26880,126.168
3.31420,126.405
3.35960,123.636
3.40500,110.420
3.45040,104.544
3.49580,104.480
3.54120,96.954
3.58660,102.470
3.63200,121.399
3.67740,115.617
3.72280,115.833
3.76820,123.260
3.81360,122.392
3.85900,121.554
3.90440,116.614
3.94980,117.708
3.99520,107.264
4.04060,99.858
4.08600,94.015
4.13140,85.317
4.17680,94.250
