Distance_(microns),Gray_Value
0.00000,243.250
0.04540,227.857
0.09080,186.190
0.13620,212.076
0.18160,227.585
0.22700,243.894
0.27240,267.111
0.31780,309.917
0.36320,305.364
0.40860,277.261
0.45400,268.303
0.49940,267.524
0.54480,237.858
0.59020,231.703
0.63560,223.695
0.68100,201.750
0.72640,203.643
0.77180,198.574
0.81720,193.384
0.86260,182.243
0.90800,161.041
0.95340,165.535
0.99880,156.260
1.04420,152.000
1.08960,157.843
1.13500,171.136
1.18040,168.545
1.22580,177.906
1.27120,198.940
1.31660,219.903
1.36200,227.454
1.40740,242.754
1.45280,285.041
1.49820,319.917
1.54360,346.179
1.58900,280.285
1.63440,191.948
1.67980,124.138
1.72520,71.288
1.77060,40.175
1.81600,41.555
1.86140,179.727
1.90680,1396.186
1.95220,8703.958
1.99760,24061.512
2.04300,38361.113
2.08840,45907.750
2.13380,45695.797
2.17920,35161.270
2.22460,19576.334
2.27000,5351.081
2.31540,735.539
2.36080,61.947
2.40620,19.719
2.45160,24.201
2.49700,48.978
2.54240,90.173
2.58780,151.974
2.63320,216.490
2.67860,240.991
2.72400,245.967
2.76940,239.700
2.81480,210.874
2.86020,170.591
2.90560,163.734
2.95100,158.210
2.99640,137.647
3.04180,134.442
3.08720,122.681
3.13260,119.500
3.17800,118.437
3.22340,113.196
3.26880,149.750
3.31420,175.977
3.35960,216.199
3.40500,239.561
3.45040,252.276
3.49580,251.578
3.54120,266.714
3.58660,250.679
3.63200,245.529
3.67740,234.762
3.72280,230.350
3.76820,213.828
3.81360,218.635
3.85900,240.128
3.90440,257.955
3.94980,244.804
3.99520,239.732
4.04060,226.645
4.08600,210.091
4.13140,244.200
4.17680,246.000
