Distance_(microns),Gray_Value
0.00000,20.750
0.04540,16.360
0.09080,79.376
0.13620,75.161
0.18160,43.181
0.22700,80.939
0.27240,96.146
0.31780,52.010
0.36320,32.739
0.40860,40.747
0.45400,109.245
0.49940,84.422
0.54480,82.077
0.59020,49.245
0.63560,39.751
0.68100,15.565
0.72640,47.707
0.77180,32.781
0.81720,55.961
0.86260,89.570
0.90800,122.736
0.95340,70.892
0.99880,66.013
1.04420,25.000
1.08960,25.528
1.13500,17.035
1.18040,26.834
1.22580,48.881
1.27120,41.754
1.31660,18.491
1.36200,9.357
1.40740,5.536
1.45280,7.050
1.49820,11.595
1.54360,25.706
1.58900,51.795
1.63440,46.901
1.67980,26.119
1.72520,11.004
1.77060,15.899
1.81600,64.612
1.86140,576.566
1.90680,3566.314
1.95220,12150.276
1.99760,28342.543
2.04300,46897.676
2.08840,50711.000
2.13380,42324.531
2.17920,25362.207
2.22460,13984.497
2.27000,5456.793
2.31540,794.235
2.36080,92.621
2.40620,15.265
2.45160,7.329
2.49700,8.940
2.54240,16.885
2.58780,7.123
2.63320,4.449
2.67860,2.857
2.72400,2.167
2.76940,4.878
2.81480,23.794
2.86020,55.413
2.90560,89.535
2.95100,103.712
2.99640,96.307
3.04180,68.583
3.08720,42.333
3.13260,35.000
3.17800,20.766
3.22340,49.668
3.26880,38.705
3.31420,26.516
3.35960,56.646
3.40500,102.693
3.45040,37.055
3.49580,50.546
3.54120,82.762
3.58660,121.055
3.63200,50.972
3.67740,106.185
3.72280,132.059
3.76820,80.530
3.81360,70.291
3.85900,39.602
3.90440,29.171
3.94980,132.312
3.99520,12.418
4.04060,27.633
4.08600,26.889
4.13140,30.461
4.17680,44.750
