Distance_(microns),Gray_Value
0.00000,99.500
0.04540,111.711
0.09080,123.314
0.13620,124.181
0.18160,117.006
0.22700,113.354
0.27240,112.466
0.31780,121.715
0.36320,106.554
0.40860,106.332
0.45400,109.790
0.49940,103.377
0.54480,90.111
0.59020,87.250
0.63560,76.480
0.68100,69.876
0.72640,55.761
0.77180,37.716
0.81720,28.935
0.86260,22.565
0.90800,16.728
0.95340,14.292
0.99880,11.478
1.04420,9.000
1.08960,7.257
1.13500,4.365
1.18040,2.277
1.22580,1.478
1.27120,0.848
1.31660,0.217
1.36200,0.000
1.40740,0.000
1.45280,0.543
1.49820,1.022
1.54360,1.602
1.58900,5.457
1.63440,14.038
1.67980,22.452
1.72520,21.364
1.77060,10.284
1.81600,7.534
1.86140,67.264
1.90680,1880.973
1.95220,14170.614
1.99760,35192.016
2.04300,52985.039
2.08840,60404.500
2.13380,59483.508
2.17920,47698.090
2.22460,27037.701
2.27000,7818.856
2.31540,681.148
2.36080,5.844
2.40620,1.035
2.45160,1.000
2.49700,1.717
2.54240,2.804
2.58780,3.047
2.63320,3.891
2.67860,4.000
2.72400,3.543
2.76940,3.000
2.81480,2.426
2.86020,2.804
2.90560,4.174
2.95100,7.133
2.99640,12.196
3.04180,18.630
3.08720,26.439
3.13260,39.000
3.17800,49.278
3.22340,55.767
3.26880,63.270
3.31420,74.428
3.35960,86.281
3.40500,107.034
3.45040,121.473
3.49580,135.040
3.54120,158.091
3.58660,159.210
3.63200,162.770
3.67740,170.884
3.72280,157.938
3.76820,159.989
3.81360,160.872
3.85900,150.942
3.90440,157.732
3.94980,159.631
3.99520,169.771
4.04060,151.946
4.08600,141.956
4.13140,128.203
4.17680,119.250
