Distance_(microns),Gray_Value
0.00000,41.250
0.04540,23.199
0.09080,36.776
0.13620,33.565
0.18160,109.945
0.22700,58.563
0.27240,33.996
0.31780,59.384
0.36320,29.866
0.40860,54.162
0.45400,40.122
0.49940,42.160
0.54480,74.911
0.59020,33.901
0.63560,38.645
0.68100,57.958
0.72640,35.530
0.77180,40.748
0.81720,31.451
0.86260,39.026
0.90800,47.256
0.95340,64.181
0.99880,117.512
1.04420,75.500
1.08960,102.591
1.13500,170.510
1.18040,49.224
1.22580,47.720
1.27120,53.633
1.31660,32.795
1.36200,21.657
1.40740,27.139
1.45280,16.381
1.49820,15.191
1.54360,4.642
1.58900,4.974
1.63440,6.172
1.67980,4.847
1.72520,6.494
1.77060,6.483
1.81600,9.307
1.86140,19.080
1.90680,238.644
1.95220,1584.973
1.99760,7049.479
2.04300,29601.389
2.08840,46894.750
2.13380,54934.363
2.17920,35860.582
2.22460,12081.884
2.27000,3195.872
2.31540,415.983
2.36080,65.940
2.40620,15.836
2.45160,6.808
2.49700,10.954
2.54240,15.430
2.58780,2.957
2.63320,8.012
2.67860,8.481
2.72400,26.572
2.76940,26.101
2.81480,38.197
2.86020,38.341
2.90560,42.467
2.95100,25.236
2.99640,32.998
3.04180,34.842
3.08720,29.832
3.13260,21.500
3.17800,34.012
3.22340,15.058
3.26880,102.613
3.31420,153.951
3.35960,69.109
3.40500,47.709
3.45040,109.098
3.49580,22.080
3.54120,102.699
3.58660,172.962
3.63200,108.002
3.67740,38.325
3.72280,61.321
3.76820,97.899
3.81360,29.398
3.85900,34.520
3.90440,58.901
3.94980,55.673
3.99520,67.147
4.04060,40.082
4.08600,33.991
4.13140,27.582
4.17680,66.250
