Distance_(microns),Gray_Value
0.00000,52.500
0.04540,52.802
0.09080,57.531
0.13620,62.605
0.18160,56.675
0.22700,52.504
0.27240,57.565
0.31780,63.826
0.36320,70.023
0.40860,72.719
0.45400,72.994
0.49940,77.446
0.54480,78.347
0.59020,74.403
0.63560,60.872
0.68100,48.096
0.72640,33.175
0.77180,23.303
0.81720,15.360
0.86260,10.264
0.90800,6.478
0.95340,3.652
0.99880,2.630
1.04420,2.000
1.08960,2.000
1.13500,1.739
1.18040,1.109
1.22580,1.302
1.27120,1.261
1.31660,1.456
1.36200,1.565
1.40740,2.445
1.45280,6.343
1.49820,24.399
1.54360,90.835
1.58900,373.506
1.63440,1300.804
1.67980,2471.062
1.72520,3529.677
1.77060,4326.993
1.81600,5783.866
1.86140,9459.454
1.90680,16674.111
1.95220,26959.311
1.99760,40622.500
2.04300,57197.617
2.08840,62853.000
2.13380,62403.105
2.17920,55185.547
2.22460,37589.590
2.27000,25584.016
2.31540,14936.745
2.36080,7469.818
2.40620,3651.245
2.45160,2389.298
2.49700,1704.860
2.54240,1153.223
2.58780,747.499
2.63320,451.138
2.67860,209.056
2.72400,76.848
2.76940,18.828
2.81480,5.451
2.86020,2.565
2.90560,2.976
2.95100,4.630
2.99640,6.331
3.04180,7.374
3.08720,7.613
3.13260,9.500
3.17800,13.496
3.22340,18.222
3.26880,27.353
3.31420,29.381
3.35960,33.283
3.40500,37.779
3.45040,51.790
3.49580,66.709
3.54120,92.716
3.58660,103.733
3.63200,110.869
3.67740,106.224
3.72280,93.322
3.76820,86.114
3.81360,75.632
3.85900,62.617
3.90440,60.287
3.94980,58.703
3.99520,59.691
4.04060,52.624
4.08600,48.671
4.13140,42.801
4.17680,46.250
