Distance_(microns),Gray_Value
0.00000,93.250
0.04540,99.391
0.09080,106.338
0.13620,114.518
0.18160,117.063
0.22700,126.358
0.27240,118.779
0.31780,131.927
0.36320,119.472
0.40860,120.013
0.45400,118.202
0.49940,128.554
0.54480,137.056
0.59020,120.099
0.63560,104.247
0.68100,80.955
0.72640,51.529
0.77180,31.289
0.81720,18.585
0.86260,10.416
0.90800,5.495
0.95340,3.343
0.99880,1.913
1.04420,1.000
1.08960,0.717
1.13500,0.000
1.18040,0.000
1.22580,0.000
1.27120,0.000
1.31660,0.000
1.36200,0.000
1.40740,0.000
1.45280,0.000
1.49820,0.326
1.54360,1.631
1.58900,6.852
1.63440,27.773
1.67980,57.440
1.72520,66.805
1.77060,42.445
1.81600,34.929
1.86140,174.849
1.90680,2691.474
1.95220,15572.104
1.99760,36356.891
2.04300,54134.363
2.08840,62370.250
2.13380,62132.898
2.17920,50859.867
2.22460,31243.029
2.27000,11213.879
2.31540,1463.032
2.36080,20.011
2.40620,2.239
2.45160,2.543
2.49700,3.543
2.54240,4.000
2.58780,3.565
2.63320,2.935
2.67860,2.304
2.72400,2.000
2.76940,2.000
2.81480,1.426
2.86020,1.629
2.90560,1.650
2.95100,2.370
2.99640,3.522
3.04180,6.348
3.08720,11.452
3.13260,19.000
3.17800,32.787
3.22340,46.086
3.26880,57.808
3.31420,72.194
3.35960,86.233
3.40500,102.009
3.45040,113.197
3.49580,132.646
3.54120,136.033
3.58660,146.474
3.63200,145.898
3.67740,148.081
3.72280,159.128
3.76820,165.985
3.81360,162.332
3.85900,149.153
3.90440,138.087
3.94980,136.897
3.99520,133.782
4.04060,134.011
4.08600,134.832
4.13140,124.421
4.17680,127.250
