Distance_(microns),Gray_Value
0.00000,103.000
0.04540,86.525
0.09080,75.901
0.13620,69.856
0.18160,60.858
0.22700,52.804
0.27240,51.655
0.31780,52.940
0.36320,84.772
0.40860,124.520
0.45400,175.835
0.49940,212.819
0.54480,197.584
0.59020,142.165
0.63560,84.176
0.68100,35.100
0.72640,19.345
0.77180,10.198
0.81720,6.780
0.86260,7.812
0.90800,8.488
0.95340,7.246
0.99880,3.069
1.04420,0.500
1.08960,0.000
1.13500,0.000
1.18040,0.000
1.22580,0.000
1.27120,0.000
1.31660,0.000
1.36200,0.000
1.40740,0.010
1.45280,0.000
1.49820,0.000
1.54360,0.000
1.58900,0.000
1.63440,0.000
1.67980,0.000
1.72520,0.546
1.77060,18.864
1.81600,1201.171
1.86140,8372.721
1.90680,19623.945
1.95220,31620.525
1.99760,44538.824
2.04300,53469.062
2.08840,56949.000
2.13380,56801.680
2.17920,51326.582
2.22460,39614.281
2.27000,26390.135
2.31540,14512.549
2.36080,4561.492
2.40620,160.723
2.45160,7.179
2.49700,0.000
2.54240,0.000
2.58780,0.000
2.63320,0.000
2.67860,0.000
2.72400,0.000
2.76940,0.000
2.81480,0.000
2.86020,0.000
2.90560,0.000
2.95100,0.000
2.99640,0.092
3.04180,0.048
3.08720,0.000
3.13260,0.000
3.17800,0.000
3.22340,0.048
3.26880,0.092
3.31420,0.630
3.35960,0.911
3.40500,1.043
3.45040,1.404
3.49580,2.848
3.54120,6.167
3.58660,13.454
3.63200,21.543
3.67740,33.815
3.72280,49.699
3.76820,58.454
3.81360,68.373
3.85900,74.100
3.90440,75.594
3.94980,71.245
3.99520,76.425
4.04060,70.705
4.08600,70.271
4.13140,70.606
4.17680,77.250
