Distance_(microns),Gray_Value
0.00000,36.750
0.04540,35.393
0.09080,38.397
0.13620,39.309
0.18160,42.629
0.22700,41.213
0.27240,40.366
0.31780,44.862
0.36320,47.982
0.40860,59.018
0.45400,63.499
0.49940,62.479
0.54480,43.957
0.59020,21.465
0.63560,7.661
0.68100,1.871
0.72640,0.987
0.77180,0.153
0.81720,0.000
0.86260,0.000
0.90800,0.000
0.95340,0.000
0.99880,0.000
1.04420,0.000
1.08960,0.000
1.13500,0.000
1.18040,0.000
1.22580,0.000
1.27120,0.000
1.31660,0.000
1.36200,0.000
1.40740,0.043
1.45280,0.851
1.49820,1.000
1.54360,0.891
1.58900,0.047
1.63440,0.000
1.67980,0.000
1.72520,0.109
1.77060,7.346
1.81600,717.619
1.86140,7072.683
1.90680,18092.918
1.95220,30767.613
1.99760,45287.984
2.04300,55988.957
2.08840,61191.500
2.13380,62522.430
2.17920,58458.156
2.22460,48396.297
2.27000,33644.312
2.31540,19623.641
2.36080,8083.169
2.40620,471.644
2.45160,24.115
2.49700,0.000
2.54240,0.000
2.58780,0.000
2.63320,0.000
2.67860,0.674
2.72400,0.674
2.76940,0.043
2.81480,0.000
2.86020,0.000
2.90560,0.000
2.95100,0.478
2.99640,1.092
3.04180,1.048
3.08720,0.178
3.13260,0.000
3.17800,0.000
3.22340,0.000
3.26880,0.000
3.31420,0.302
3.35960,0.413
3.40500,1.000
3.45040,1.000
3.49580,1.871
3.54120,5.475
3.58660,12.745
3.63200,25.652
3.67740,48.617
3.72280,79.923
3.76820,109.374
3.81360,134.990
3.85900,133.672
3.90440,124.858
3.94980,111.225
3.99520,95.637
4.04060,97.180
4.08600,88.224
4.13140,74.517
4.17680,71.250
