Distance_(microns),Gray_Value
0.00000,12.750
0.04540,15.809
0.09080,15.320
0.13620,6.758
0.18160,9.838
0.22700,9.633
0.27240,12.020
0.31780,6.584
0.36320,6.763
0.40860,8.343
0.45400,16.345
0.49940,16.561
0.54480,38.443
0.59020,35.660
0.63560,11.016
0.68100,9.897
0.72640,11.464
0.77180,20.360
0.81720,16.864
0.86260,45.240
0.90800,109.061
0.95340,43.554
0.99880,34.637
1.04420,22.000
1.08960,17.050
1.13500,7.023
1.18040,17.105
1.22580,23.392
1.27120,6.842
1.31660,6.085
1.36200,3.944
1.40740,1.000
1.45280,1.366
1.49820,5.734
1.54360,24.292
1.58900,54.042
1.63440,63.736
1.67980,25.641
1.72520,12.197
1.77060,15.388
1.81600,152.259
1.86140,1189.154
1.90680,5883.530
1.95220,19100.840
1.99760,35274.324
2.04300,60284.391
2.08840,57181.000
2.13380,43895.809
2.17920,23607.994
2.22460,7486.082
2.27000,2087.044
2.31540,406.197
2.36080,49.955
2.40620,10.409
2.45160,13.129
2.49700,16.304
2.54240,14.251
2.58780,6.457
2.63320,2.514
2.67860,1.099
2.72400,1.893
2.76940,5.647
2.81480,9.723
2.86020,18.576
2.90560,16.588
2.95100,12.516
2.99640,12.946
3.04180,8.491
3.08720,4.930
3.13260,8.000
3.17800,33.500
3.22340,39.785
3.26880,16.406
3.31420,15.930
3.35960,5.041
3.40500,4.005
3.45040,20.493
3.49580,12.518
3.54120,23.162
3.58660,24.591
3.63200,13.264
3.67740,23.457
3.72280,17.249
3.76820,11.670
3.81360,14.674
3.85900,19.320
3.90440,14.008
3.94980,11.034
3.99520,22.458
4.04060,14.669
4.08600,7.631
4.13140,12.062
4.17680,15.500
