Distance_(microns),Gray_Value
0.00000,0.000
0.04540,0.000
0.09080,0.099
0.13620,1.032
0.18160,0.000
0.22700,0.000
0.27240,0.995
0.31780,16.078
0.36320,73.808
0.40860,151.144
0.45400,220.408
0.49940,242.019
0.54480,196.714
0.59020,80.636
0.63560,7.691
0.68100,0.000
0.72640,0.000
0.77180,20.633
0.81720,220.127
0.86260,480.418
0.90800,671.587
0.95340,682.838
0.99880,534.659
1.04420,349.000
1.08960,285.690
1.13500,416.895
1.18040,763.172
1.22580,1067.008
1.27120,1116.724
1.31660,749.249
1.36200,168.314
1.40740,0.000
1.45280,0.000
1.49820,1.886
1.54360,82.343
1.58900,438.500
1.63440,93.374
1.67980,0.000
1.72520,0.000
1.77060,0.000
1.81600,0.000
1.86140,2107.448
1.90680,12514.621
1.95220,28136.459
1.99760,44383.625
2.04300,56404.809
2.08840,60260.750
2.13380,57131.059
2.17920,45627.586
2.22460,29631.584
2.27000,14302.297
2.31540,3145.363
2.36080,0.000
2.40620,0.000
2.45160,0.000
2.49700,0.000
2.54240,0.000
2.58780,0.000
2.63320,0.000
2.67860,0.000
2.72400,0.000
2.76940,0.000
2.81480,271.177
2.86020,1055.594
2.90560,1404.371
2.95100,1205.678
2.99640,714.020
3.04180,192.289
3.08720,18.173
3.13260,0.000
3.17800,48.166
3.22340,163.428
3.26880,201.393
3.31420,153.755
3.35960,95.195
3.40500,89.879
3.45040,142.124
3.49580,226.608
3.54120,286.902
3.58660,286.888
3.63200,228.542
3.67740,173.178
3.72280,148.116
3.76820,152.889
3.81360,168.748
3.85900,167.676
3.90440,120.349
3.94980,59.194
3.99520,1.063
4.04060,0.000
4.08600,0.000
4.13140,0.000
4.17680,0.000
