Distance_(microns),Gray_Value
0.00000,156.000
0.04540,149.304
0.09080,154.620
0.13620,177.686
0.18160,182.527
0.22700,158.269
0.27240,171.074
0.31780,167.734
0.36320,162.889
0.40860,161.125
0.45400,136.242
0.49940,102.398
0.54480,75.588
0.59020,54.744
0.63560,38.570
0.68100,30.058
0.72640,26.326
0.77180,18.479
0.81720,16.961
0.86260,14.685
0.90800,13.359
0.95340,11.099
0.99880,11.000
1.04420,14.500
1.08960,18.965
1.13500,25.942
1.18040,38.354
1.22580,52.729
1.27120,71.572
1.31660,86.453
1.36200,99.317
1.40740,127.112
1.45280,109.221
1.49820,83.122
1.54360,43.290
1.58900,21.532
1.63440,8.003
1.67980,2.349
1.72520,0.543
1.77060,0.027
1.81600,2.535
1.86140,392.158
1.90680,5590.231
1.95220,21749.473
1.99760,43075.219
2.04300,56871.477
2.08840,62447.500
2.13380,62256.691
2.17920,52291.723
2.22460,33240.430
2.27000,13154.121
2.31540,2219.403
2.36080,25.218
2.40620,1.175
2.45160,1.673
2.49700,5.442
2.54240,19.316
2.58780,48.437
2.63320,89.890
2.67860,142.242
2.72400,177.624
2.76940,208.324
2.81480,169.220
2.86020,125.146
2.90560,76.138
2.95100,36.021
2.99640,11.979
3.04180,3.372
3.08720,1.178
3.13260,0.500
3.17800,0.000
3.22340,0.309
3.26880,0.983
3.31420,1.823
3.35960,2.215
3.40500,3.412
3.45040,3.830
3.49580,5.066
3.54120,6.714
3.58660,10.068
3.63200,16.233
3.67740,26.939
3.72280,38.565
3.76820,49.204
3.81360,68.024
3.85900,94.186
3.90440,109.354
3.94980,136.888
3.99520,170.472
4.04060,191.774
4.08600,212.825
4.13140,202.864
4.17680,194.000
