Distance_(microns),Gray_Value
0.00000,187.750
0.04540,223.351
0.09080,211.031
0.13620,183.842
0.18160,170.039
0.22700,179.543
0.27240,200.146
0.31780,244.814
0.36320,290.297
0.40860,292.759
0.45400,253.008
0.49940,224.430
0.54480,242.436
0.59020,278.571
0.63560,304.365
0.68100,281.650
0.72640,169.328
0.77180,43.630
0.81720,2.074
0.86260,0.000
0.90800,0.000
0.95340,0.000
0.99880,0.000
1.04420,0.000
1.08960,0.000
1.13500,0.000
1.18040,0.000
1.22580,0.000
1.27120,0.000
1.31660,0.000
1.36200,0.000
1.40740,0.000
1.45280,0.000
1.49820,49.849
1.54360,90.998
1.58900,33.422
1.63440,5.538
1.67980,252.873
1.72520,610.276
1.77060,4.466
1.81600,0.276
1.86140,0.000
1.90680,0.000
1.95220,6252.158
1.99760,25305.910
2.04300,47921.957
2.08840,60374.000
2.13380,60701.465
2.17920,44881.395
2.22460,22499.807
2.27000,4799.577
2.31540,81.459
2.36080,0.000
2.40620,0.000
2.45160,54.998
2.49700,145.786
2.54240,28.085
2.58780,3.970
2.63320,80.857
2.67860,310.623
2.72400,220.282
2.76940,7.179
2.81480,0.000
2.86020,0.000
2.90560,0.000
2.95100,0.000
2.99640,0.000
3.04180,0.000
3.08720,0.000
3.13260,77.000
3.17800,273.749
3.22340,401.223
3.26880,378.002
3.31420,248.513
3.35960,116.554
3.40500,55.147
3.45040,82.885
3.49580,156.285
3.54120,219.887
3.58660,239.427
3.63200,221.915
3.67740,210.083
3.72280,247.312
3.76820,300.052
3.81360,322.659
3.85900,296.614
3.90440,248.590
3.94980,210.006
3.99520,176.153
4.04060,130.232
4.08600,78.973
4.13140,31.536
4.17680,6.750
