Distance_(microns),Gray_Value
0.00000,0.000
0.04540,0.000
0.09080,5.956
0.13620,88.579
0.18160,134.687
0.22700,138.945
0.27240,141.639
0.31780,133.779
0.36320,126.835
0.40860,102.952
0.45400,53.954
0.49940,30.018
0.54480,0.000
0.59020,0.000
0.63560,0.000
0.68100,0.000
0.72640,0.000
0.77180,0.000
0.81720,0.000
0.86260,0.000
0.90800,0.000
0.95340,0.000
0.99880,0.000
1.04420,0.000
1.08960,39.293
1.13500,75.279
1.18040,14.883
1.22580,0.000
1.27120,0.000
1.31660,0.000
1.36200,0.000
1.40740,109.929
1.45280,309.658
1.49820,257.476
1.54360,14.997
1.58900,0.000
1.63440,0.000
1.67980,0.000
1.72520,0.000
1.77060,0.000
1.81600,0.000
1.86140,73.089
1.90680,3464.447
1.95220,17356.664
1.99760,36307.414
2.04300,54164.172
2.08840,62712.250
2.13380,61744.426
2.17920,48407.621
2.22460,29002.420
2.27000,11277.128
2.31540,1467.493
2.36080,0.000
2.40620,0.000
2.45160,0.000
2.49700,0.000
2.54240,0.000
2.58780,0.000
2.63320,0.000
2.67860,14.064
2.72400,267.527
2.76940,395.435
2.81480,80.005
2.86020,0.000
2.90560,0.000
2.95100,0.000
2.99640,0.000
3.04180,0.000
3.08720,0.000
3.13260,0.000
3.17800,0.000
3.22340,0.000
3.26880,0.000
3.31420,0.000
3.35960,0.000
3.40500,0.000
3.45040,0.000
3.49580,0.000
3.54120,0.000
3.58660,0.000
3.63200,3.247
3.67740,21.984
3.72280,4.785
3.76820,0.000
3.81360,12.812
3.85900,45.193
3.90440,84.542
3.94980,180.815
3.99520,289.590
4.04060,338.082
4.08600,348.572
4.13140,281.011
4.17680,188.750
