Distance_(microns),Gray_Value
0.00000,17.500
0.04540,40.254
0.09080,177.774
0.13620,261.821
0.18160,223.615
0.22700,191.143
0.27240,90.632
0.31780,1.634
0.36320,0.000
0.40860,161.325
0.45400,292.448
0.49940,367.593
0.54480,414.901
0.59020,483.519
0.63560,536.755
0.68100,605.659
0.72640,577.559
0.77180,596.486
0.81720,608.147
0.86260,768.776
0.90800,1002.849
0.95340,1196.841
0.99880,1105.734
1.04420,829.000
1.08960,480.301
1.13500,187.242
1.18040,229.544
1.22580,668.625
1.27120,1179.833
1.31660,1357.616
1.36200,945.966
1.40740,134.922
1.45280,0.000
1.49820,0.000
1.54360,38.306
1.58900,717.630
1.63440,1640.580
1.67980,1085.115
1.72520,106.687
1.77060,0.000
1.81600,0.000
1.86140,0.000
1.90680,1341.642
1.95220,11399.064
1.99760,28387.322
2.04300,45461.426
2.08840,56682.750
2.13380,61124.090
2.17920,54858.977
2.22460,40328.258
2.27000,23430.916
2.31540,7892.472
2.36080,0.000
2.40620,0.000
2.45160,0.000
2.49700,0.000
2.54240,0.000
2.58780,0.000
2.63320,0.000
2.67860,0.000
2.72400,0.000
2.76940,0.000
2.81480,6.240
2.86020,499.262
2.90560,1076.437
2.95100,1189.411
2.99640,910.997
3.04180,413.957
3.08720,60.331
3.13260,0.000
3.17800,104.525
3.22340,387.814
3.26880,657.923
3.31420,690.685
3.35960,713.691
3.40500,669.947
3.45040,670.248
3.49580,871.949
3.54120,904.095
3.58660,869.279
3.63200,667.441
3.67740,549.094
3.72280,328.560
3.76820,154.831
3.81360,68.658
3.85900,3.871
3.90440,4.968
3.94980,1.437
3.99520,0.000
4.04060,3.427
4.08600,26.316
4.13140,3.048
4.17680,11.500
