Distance_(microns),Gray_Value
0.00000,33.250
0.04540,36.050
0.09080,36.814
0.13620,34.847
0.18160,32.214
0.22700,32.292
0.27240,33.346
0.31780,37.496
0.36320,33.090
0.40860,33.828
0.45400,37.322
0.49940,37.470
0.54480,34.233
0.59020,34.082
0.63560,31.028
0.68100,29.357
0.72640,23.361
0.77180,16.369
0.81720,12.780
0.86260,9.935
0.90800,6.831
0.95340,5.374
0.99880,5.265
1.04420,6.500
1.08960,9.035
1.13500,10.966
1.18040,11.989
1.22580,10.845
1.27120,9.505
1.31660,8.955
1.36200,10.558
1.40740,19.191
1.45280,41.692
1.49820,95.932
1.54360,213.841
1.58900,471.897
1.63440,852.677
1.67980,1088.961
1.72520,1174.808
1.77060,1302.022
1.81600,2613.130
1.86140,6928.304
1.90680,14999.772
1.95220,26560.104
1.99760,39423.910
2.04300,53951.363
2.08840,59656.000
2.13380,58754.000
2.17920,49790.711
2.22460,34616.625
2.27000,22853.596
2.31540,12009.948
2.36080,4750.531
2.40620,1228.474
2.45160,544.395
2.49700,382.369
2.54240,443.649
2.58780,603.052
2.63320,763.317
2.67860,619.308
2.72400,326.682
2.76940,93.604
2.81480,27.305
2.86020,13.875
2.90560,19.266
2.95100,32.641
2.99640,46.356
3.04180,47.439
3.08720,38.722
3.13260,35.000
3.17800,33.578
3.22340,34.179
3.26880,38.288
3.31420,42.809
3.35960,46.036
3.40500,52.363
3.45040,56.991
3.49580,63.231
3.54120,77.396
3.58660,79.385
3.63200,80.900
3.67740,85.719
3.72280,77.372
3.76820,75.016
3.81360,70.557
3.85900,62.985
3.90440,63.384
3.94980,61.864
3.99520,62.755
4.04060,52.377
4.08600,45.736
4.13140,41.048
4.17680,39.500
