Distance_(microns),Gray_Value
0.00000,20.750
0.04540,28.265
0.09080,34.025
0.13620,29.469
0.18160,14.704
0.22700,13.379
0.27240,22.799
0.31780,70.381
0.36320,28.313
0.40860,26.209
0.45400,35.885
0.49940,23.267
0.54480,12.043
0.59020,20.010
0.63560,19.022
0.68100,42.208
0.72640,45.140
0.77180,17.228
0.81720,21.206
0.86260,23.975
0.90800,18.847
0.95340,20.401
0.99880,12.187
1.04420,8.000
1.08960,14.676
1.13500,8.517
1.18040,17.256
1.22580,15.517
1.27120,14.366
1.31660,8.995
1.36200,8.192
1.40740,10.043
1.45280,13.587
1.49820,15.901
1.54360,21.687
1.58900,23.494
1.63440,20.260
1.67980,21.518
1.72520,15.477
1.77060,9.889
1.81600,7.901
1.86140,17.786
1.90680,90.858
1.95220,1007.359
1.99760,5005.677
2.04300,21219.779
2.08840,35415.250
2.13380,34074.188
2.17920,15763.331
2.22460,3585.599
2.27000,527.429
2.31540,72.957
2.36080,11.595
2.40620,5.906
2.45160,5.868
2.49700,7.624
2.54240,12.413
2.58780,18.165
2.63320,28.326
2.67860,33.915
2.72400,21.313
2.76940,6.141
2.81480,4.208
2.86020,2.328
2.90560,6.497
2.95100,9.562
2.99640,12.470
3.04180,8.835
3.08720,6.652
3.13260,19.500
3.17800,21.555
3.22340,16.371
3.26880,17.334
3.31420,25.485
3.35960,25.721
3.40500,41.921
3.45040,29.144
3.49580,19.491
3.54120,38.330
3.58660,25.305
3.63200,27.973
3.67740,54.167
3.72280,38.981
3.76820,38.205
3.81360,37.529
3.85900,18.132
3.90440,22.740
3.94980,28.943
3.99520,56.862
4.04060,31.090
4.08600,30.757
4.13140,26.408
4.17680,26.250
