Distance_(microns),Gray_Value
0.00000,28.500
0.04540,15.704
0.09080,25.316
0.13620,23.093
0.18160,75.435
0.22700,40.297
0.27240,23.920
0.31780,42.100
0.36320,21.942
0.40860,40.288
0.45400,30.395
0.49940,32.010
0.54480,57.543
0.59020,26.204
0.63560,29.400
0.68100,43.319
0.72640,26.170
0.77180,28.845
0.81720,21.478
0.86260,26.684
0.90800,32.336
0.95340,45.475
0.99880,87.209
1.04420,60.000
1.08960,91.266
1.13500,160.985
1.18040,51.444
1.22580,53.957
1.27120,67.803
1.31660,43.369
1.36200,30.915
1.40740,40.909
1.45280,24.679
1.49820,23.414
1.54360,7.855
1.58900,9.212
1.63440,12.888
1.67980,12.135
1.72520,21.808
1.77060,28.587
1.81600,56.891
1.86140,134.636
1.90680,1121.690
1.95220,4632.300
1.99760,12907.598
2.04300,33019.945
2.08840,44061.750
2.13380,48950.730
2.17920,38292.750
2.22460,18173.389
2.27000,7531.005
2.31540,1459.073
2.36080,331.273
2.40620,64.155
2.45160,19.621
2.49700,18.615
2.54240,22.656
2.58780,3.849
2.63320,8.200
2.67860,8.972
2.72400,30.125
2.76940,33.387
2.81480,55.894
2.86020,59.647
2.90560,66.858
2.95100,36.550
2.99640,42.899
3.04180,40.752
3.08720,31.836
3.13260,20.500
3.17800,30.376
3.22340,12.715
3.26880,80.825
3.31420,118.578
3.35960,52.248
3.40500,36.589
3.45040,84.818
3.49580,17.536
3.54120,81.441
3.58660,137.475
3.63200,86.200
3.67740,30.751
3.72280,47.654
3.76820,75.305
3.81360,22.027
3.85900,25.803
3.90440,42.978
3.94980,40.011
3.99520,47.347
4.04060,28.264
4.08600,24.061
4.13140,19.564
4.17680,47.250
