Distance_(microns),Gray_Value
0.00000,129.000
0.04540,75.646
0.09080,92.983
0.13620,123.527
0.18160,63.396
0.22700,124.063
0.27240,245.346
0.31780,115.235
0.36320,69.142
0.40860,155.274
0.45400,227.221
0.49940,112.875
0.54480,129.423
0.59020,180.185
0.63560,106.043
0.68100,95.735
0.72640,123.049
0.77180,181.217
0.81720,194.911
0.86260,137.736
0.90800,112.457
0.95340,75.304
0.99880,102.556
1.04420,84.000
1.08960,218.706
1.13500,188.440
1.18040,130.774
1.22580,144.198
1.27120,130.789
1.31660,98.440
1.36200,78.802
1.40740,148.015
1.45280,104.663
1.49820,85.478
1.54360,66.592
1.58900,31.425
1.63440,12.614
1.67980,19.905
1.72520,13.921
1.77060,16.133
1.81600,30.686
1.86140,207.785
1.90680,1080.297
1.95220,4597.946
1.99760,15217.517
2.04300,43063.094
2.08840,41441.250
2.13380,23068.305
2.17920,8215.196
2.22460,2087.689
2.27000,460.586
2.31540,79.190
2.36080,19.323
2.40620,10.081
2.45160,44.990
2.49700,45.033
2.54240,58.383
2.58780,76.707
2.63320,126.798
2.67860,173.718
2.72400,210.725
2.76940,110.248
2.81480,55.398
2.86020,96.442
2.90560,141.603
2.95100,140.905
2.99640,119.204
3.04180,138.687
3.08720,114.067
3.13260,174.500
3.17800,93.553
3.22340,191.200
3.26880,113.896
3.31420,166.632
3.35960,195.515
3.40500,150.406
3.45040,122.413
3.49580,108.714
3.54120,107.105
3.58660,74.746
3.63200,121.595
3.67740,164.251
3.72280,110.925
3.76820,106.920
3.81360,151.210
3.85900,132.255
3.90440,112.791
3.94980,87.677
3.99520,117.955
4.04060,98.997
4.08600,206.164
4.13140,202.372
4.17680,117.750
